label,data
0,ltgt be fast approach so wish u a very happy new year happy sankranti happy republic day happy valentines day happy shivratri happy ugadi happy fools day happy may day happy independence day happy friendshipmotherfatherteacherschildrens day amp happy birthday 4 u happy ganesh festival happy dasara happy diwali happy christmas ltgt good mornings afternoons evenings nights rememberi am the first to wish u all theseyour raj
0,one of the joy in lifeis wake up each daywith thought that somewheresomeone care enough tosend a warm morning greeting
0,do not get the second half of that message
0,wat time do u wan 2 meet later
0,thank so much for all do with selflessness love plenty
0,be in film ill call later
0,how dare change ring
0,be a very very very very bad girl or lady
0,love ya too but try and budget money well babe gary would freak on if know
0,what part of \dont initiate\ do not understand
0,finish lunch already u wake up already
0,still at the game
0,have get tallent but be waste
0,what be record for one night
0,also sir i send an email about how to log into the usc payment portal ill send another message that should explain how thing be back home have a great weekend
0,  go to let know cos come bak from holiday that day be come dont4get2text number
0,jokin only lar depend on which phone father can get lor
0,aight lemme know what s up
0,get ready for ltgt inch of pleasure
0,  ok feel like john lennon
0,cos darren say _ consider mah so i ask _
0,be not bother but have to trust answer pls
0,one day a crab be run on the sea shorethe wave come n clear the footprint of the crab crab ask be frnd y r u clear beautiful footprint waves reply a fox be follow ur footprint to catch that s y i clear off frndsship never let u dwn gud nyt
0,aight what time want to come up
0,slaaaaave where be must summon to all the time now do not wish to come to on own anymore
0,bill at 3 be 3365 so that s not bad
0,let know how change in the next 6hrs can even be appendix but be out of that age range however not impossible so just chill and let know in 6hrs
0,hello yeah have just get out of the bath and need to do hair so ill come up when be do yeah
0,so how s the weather over there
0,ok not much to do here though hm friday can not wait dunno wot the hell be go to do for another 3 week become a slob oh wait already do that
0,die now i have e toot fringe again
0,lol do not know about awesome phone could click delete right now if want
0,awesome question with a cute answer someone ask a boy \how be ur life\ smile amp answer \she be fine\ gudnite
0,please leave this topicsorry for tell that
0,pls send the correct name da
0,what happen to yo date
0,webpage s not available
0,just woke up yeesh late but do not fall asleep til ltgt be
1,be now unsubscribed all service get ton of sexy babe or hunk straight to phone go to httpgotbabescouk no subscription
0,dear all as know ltgt th be the ltgt th birthday of love gopalettan be plan to give a small gift on that day those who like to participate in that be welcome please contact admin team for more detail
0,kkfrom tomorrow onwards start ah
0,what u talk bout early morning almost noon where at
0,fine do remember
1,hi babe jordan how r u be home from abroad and lonely text back if u wanna chat xxsp visionsmscom text stop to stopcost 150p 08712400603
0,ok how many should i buy
0,sound good keep post
1,get a brand new mobile phone by be an agent of the mob plus load more goody for more info just text mat to 87021
0,ok so april can not wait
0,boy good get yo ass out here quick
0,ay wana meet on sat _ wkg on sat
0,be now but have to wait till 2 for the bus to pick
0,apart from the one i tell about yesterday
0,ok lor but buy wat
0,somebody should go to andro and steal ice
0,don know didt msg recently
0,take out shopping and mark will distract isaiahd
0,mum hope be have a great day hope this text meet well and full of life have a great day abiola
0,there be no sense in foot and penis
0,okay but i think be the expert
0,deep sigh miss be really surprised have not go to the net cafe yet to get to do not miss
0,ssi thinl role be like sachinjust stand other have to hit
0,have a great trip to india and bring the light to everyone not just with the project but with everyone that be lucky to see smile bye abiola
0,and very importantly all discuss be between u and i only
0,kkhow about training process
0,ok lor ne 2 go toa payoh 4 a while 2 return smth u wan 2 send there or wat
0,in da car park
0,wish that be with hold tightly make see how important be how much mean to how much need in life
0,so i ask how s anthony dad and bf
0,wnevr i wana fal in luv vth book bed fal in luv vth yen madodu nav pretsorginta nammanna pretsovru important alwa gud eveb
0,be go to take bath ill place the key in window
1,lord of the ringsreturn of the king in store nowreply lotr by 2 june 4 chance 2 win lotr soundtrack cd stdtxtrate reply stop to end txt
0,dear take care be just reach homelove u a lot
0,staffsciencenusedusgphyhcmkteachingpc1323
0,have emigrate or something ok maybe 530 be a bit hopeful
0,olol i print out a forum post by a guy with the exact same prob which be fix with a gpu replacement hopefully do not ignore that
0,walk from mom right on stagwood pass right on winterstone leave on victor hill address be ltgt
0,yo at jp and hungry like a mofo
0,this be all just creepy and crazy to
0,ok din get ur msg
0,pathaya enketa maraikara pa
0,even if friend be a priest call now
0,u so lousy run already come back then half dead hee
0,that s y i say bad dat all e gal know u wat u do now
0,or remind in a few hrs
0,have be hope i would not have to send this message rent be due and i do not have enough for reserve be completely go a loan i need and be hope could the balance be ltgt be there a way i could get that from till mid march when i hope to pay back
0,hi happy new year do not mean to intrude but can pls let know how much tuition pay last semester and how much this semester be thank
0,hello hun how ru its here by the way be good be on 2 date with that guy i meet in walkabout so far have to meet up soon how s everyone else
0,lol be go to last month cash some in but leave ltgt just in case be collect more during the week cause announce on the blog
1,good luck draw take place 28th feb 06 good luck for removal send stop to 87239 customer service 08708034412
0,short but cute \ be a good person
0,just have not decide where yet eh
0,wat time liao where still get
0,yes watch footie but worried be go to blow phil neville
0,wait 4 _ inside da car park
0,uncle abbey happy new year abiola
0,now be free call pa
0,r u say i should re order the slipper cos i have to pay for return
0,stop know so well
0,good evening this be roger how be
0,small problem in auctionpunj now ask tiwary
0,tell not to tell any one if so treat for hi hi hi
1,1st wk free gr8 tone str8 2 u each wk txt nokia on to 8007 for classic nokia tone or hit on to 8007 for polys nokia150p poly200p 16
0,u come 2 pick
0,that s cool i like photo be very sexy
0,would u fuckin believe do not know i have thur pre book off so re cancel again that need to b sack
0,haha well late than ever any way could swing by
0,ok but i finish at 6
1,lookatme thank for purchase of a video clip from lookatme have be charge 35p think can do well why not send a video in a mmsto 32323
0,have be bar from all b and q store for lifethis twat in orange dungerees come up to and ask if want decking so get the first punch in
0,so no message have food
0,ok go to sleep hope i can meet
0,can let know detail of fri when u find out cos be not in tom or fri mentionne chinese thank
0,be right have now that think about
0,wat r u do now
0,be ur lecture over
1,sexy sexy cum and text be wet and warm and ready for some porn u up for some fun this msg be free recd msgs 150p inc vat 2 cancel text stop
